Ticker,Date,Alpha,Unemployment,ConsumerSentiment,Market,Size,ValueGrowth,AlphaStd,UnemploymentStd,ConsumerSentimentStd,MarketStd,SizeStd,ValueGrowthStd,TotalRisk,DiversifiableRisk,NonDiversifiableRisk
LYTS,2014-09-30,-0.102,1.051,-0.233,1.582,0.761,-0.951,0.088,1.047,0.233,0.362,0.642,0.693,39.394,25.072,30.386
LTXC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LUB,2014-09-30,-0.082,0.926,-0.137,1.056,1.479,0.264,0.097,1.156,0.257,0.4,0.708,0.765,40.768,23.091,33.599
LL,2014-09-30,-0.084,1.056,0.197,1.473,0.373,0.155,0.11,1.315,0.292,0.455,0.806,0.87,44.413,22.557,38.259
LMNX,2014-09-30,-0.012,0.132,-0.034,0.445,0.698,-0.056,0.081,0.969,0.215,0.335,0.593,0.641,29.899,9.836,28.235
LMOS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LDL,2014-09-30,0.019,0.056,-0.028,0.608,0.378,0.669,0.086,1.027,0.228,0.355,0.629,0.679,32.154,11.774,29.921
MHO,2014-09-30,-0.03,0.327,-0.028,1.247,1.564,1.99,0.094,1.12,0.249,0.387,0.686,0.741,44.517,30.485,32.442
MTSI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MCBC,2014-09-30,-0.148,1.748,-0.081,2.195,-0.283,1.479,0.158,1.888,0.419,0.653,1.156,1.249,63.951,32.782,54.909
MSG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MGLN,2014-09-30,-0.088,1.077,-0.09,0.739,-0.062,-0.376,0.043,0.513,0.114,0.177,0.314,0.339,18.258,10.553,14.9
MHR,2014-09-30,-0.206,2.874,-0.202,0.658,3.345,-0.166,0.153,1.826,0.405,0.632,1.119,1.208,63.068,34.034,53.096
MHLD,2014-09-30,-0.019,0.248,0.08,0.596,0.146,-0.017,0.066,0.786,0.175,0.272,0.482,0.52,24.578,8.906,22.907
MAIN,2014-09-30,-0.051,0.744,0.101,0.772,0.177,0.003,0.051,0.605,0.134,0.209,0.37,0.4,21.137,11.741,17.576
MSFG,2014-09-30,-0.01,0.266,-0.201,0.6,1.639,1.086,0.072,0.864,0.192,0.299,0.529,0.571,32.374,20.49,25.065
MANH,2014-09-30,-0.168,2.02,0.068,1.544,0.062,-0.201,0.108,1.29,0.287,0.446,0.79,0.854,43.638,22.256,37.536
MNTX,2014-09-30,-0.127,1.709,0.273,1.579,0.45,0.603,0.131,1.556,0.345,0.538,0.953,1.029,52.147,25.893,45.264
MBI,2014-09-30,-0.181,2.203,0.25,1.169,2.175,3.36,0.14,1.671,0.371,0.578,1.024,1.106,62.834,39.962,48.489
MNKD,2014-09-30,0.201,-2.439,0.496,0.997,0.771,-0.4,0.216,2.574,0.571,0.89,1.577,1.702,78.233,22.137,75.036
MANT,2014-09-30,0.024,-0.52,0.151,0.932,0.928,-0.455,0.056,0.663,0.147,0.229,0.406,0.439,25.955,17.443,19.22
MSO,2014-09-30,0.03,-0.573,0.69,1.187,1.165,0.241,0.139,1.653,0.367,0.572,1.013,1.093,54.957,26.572,48.106
MCS,2014-09-30,0.0,-0.005,-0.388,0.893,0.324,0.959,0.073,0.869,0.193,0.301,0.533,0.575,30.638,17.33,25.266
MRIN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MPX,2014-09-30,-0.019,0.156,-0.307,1.627,1.97,0.301,0.099,1.179,0.262,0.408,0.722,0.78,47.552,33.121,34.121
HZO,2014-09-30,0.015,-0.141,0.025,1.17,1.581,1.632,0.098,1.162,0.258,0.402,0.712,0.769,44.136,28.505,33.697
MKL,2014-09-30,-0.019,0.243,0.131,0.77,-0.427,0.459,0.033,0.396,0.088,0.137,0.243,0.262,15.674,10.679,11.473
MKTX,2014-09-30,-0.035,0.716,-0.373,0.634,0.373,0.275,0.063,0.753,0.167,0.261,0.461,0.498,25.437,12.92,21.911
MKTO,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRLN,2014-09-30,-0.058,0.879,-0.157,0.528,1.041,0.794,0.107,1.273,0.283,0.44,0.78,0.842,40.17,15.42,37.093
MRVL,2014-09-30,-0.037,0.297,0.538,0.906,0.169,-0.227,0.089,1.06,0.235,0.367,0.649,0.701,34.855,16.218,30.853
VAC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRTN,2014-09-30,-0.059,0.646,0.244,0.688,0.518,0.498,0.075,0.897,0.199,0.31,0.549,0.593,29.657,14.098,26.092
MLM,2014-09-30,0.064,-0.814,-0.028,0.824,1.238,0.388,0.048,0.575,0.128,0.199,0.352,0.38,25.14,18.88,16.6
MASI,2014-09-30,-0.021,0.146,-0.034,0.678,0.652,-1.074,0.069,0.819,0.182,0.283,0.502,0.542,27.086,12.884,23.826
MTRN,2014-09-30,-0.046,0.466,-0.042,1.294,2.342,1.844,0.074,0.886,0.197,0.306,0.543,0.586,43.312,35.047,25.449
ZQK,2014-09-30,-0.422,4.914,-0.009,2.172,0.914,2.754,0.166,1.973,0.438,0.682,1.208,1.305,72.678,44.761,57.258
MTRX,2014-09-30,0.044,-0.555,0.198,1.44,1.86,0.212,0.084,1.002,0.223,0.347,0.614,0.663,41.952,30.336,28.978
MATX,2014-09-30,-0.046,0.467,0.005,0.729,1.303,0.652,0.086,1.026,0.228,0.355,0.629,0.679,35.188,18.649,29.84
MDSO,2014-09-30,-0.046,0.778,0.088,0.597,0.249,-0.409,0.122,1.448,0.322,0.501,0.887,0.958,43.321,9.651,42.233
MATW,2014-09-30,0.022,-0.338,-0.215,0.903,0.413,0.003,0.047,0.563,0.125,0.195,0.345,0.372,21.972,14.731,16.303
MFRM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MXIM,2014-09-30,-0.065,0.771,0.102,1.057,0.262,-0.409,0.053,0.629,0.14,0.218,0.385,0.416,23.938,15.503,18.24
MMS,2014-09-30,-0.035,0.573,-0.157,0.752,0.932,-0.298,0.057,0.676,0.15,0.234,0.414,0.447,24.852,15.25,19.623
MXL,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBFI,2014-09-30,-0.013,0.074,0.106,1.073,0.538,1.393,0.05,0.598,0.133,0.207,0.367,0.396,27.349,21.232,17.238
MNI,2014-09-30,-0.068,0.998,1.315,0.717,2.031,2.711,0.208,2.481,0.551,0.858,1.52,1.641,82.92,40.774,72.202
MGRC,2014-09-30,-0.033,0.404,0.124,0.793,1.023,0.0,0.051,0.613,0.136,0.212,0.376,0.406,24.324,16.611,17.769
MDCA,2014-09-30,-0.047,0.747,-0.22,1.187,1.093,1.008,0.092,1.093,0.243,0.378,0.67,0.723,39.846,24.089,31.74
MDC,2014-09-30,-0.055,0.454,0.076,1.407,0.37,0.407,0.081,0.963,0.214,0.333,0.59,0.637,35.377,21.682,27.953
MDU,2014-09-30,-0.018,0.192,-0.098,0.752,0.045,0.006,0.041,0.487,0.108,0.168,0.298,0.322,17.696,10.636,14.142
MIG,2014-09-30,-0.078,0.866,-0.01,0.548,0.879,0.35,0.081,0.961,0.213,0.332,0.589,0.636,31.036,13.434,27.978
MEAS,2014-09-30,-0.002,0.321,-0.132,1.171,2.029,0.608,0.075,0.898,0.199,0.311,0.55,0.594,38.386,28.294,25.941
MEG,2014-09-30,0.074,-0.868,0.069,1.837,1.305,1.525,0.187,2.227,0.494,0.77,1.364,1.473,73.806,35.326,64.802
MDCI,2014-09-30,0.299,-3.733,0.247,2.098,1.269,-0.852,0.192,2.287,0.508,0.791,1.401,1.512,76.471,37.703,66.531
MDCO,2014-09-30,-0.123,1.534,0.204,0.945,0.369,-0.386,0.103,1.224,0.272,0.423,0.75,0.81,38.996,15.801,35.651
MED,2014-09-30,-0.058,0.687,0.372,1.38,-0.363,0.542,0.138,1.639,0.364,0.567,1.004,1.084,51.758,20.009,47.734
MW,2014-09-30,0.01,-0.118,0.448,1.075,0.756,-0.783,0.088,1.051,0.233,0.363,0.644,0.695,36.375,19.756,30.542
MDVN,2014-09-30,0.106,-0.707,0.681,0.767,0.64,-1.48,0.257,3.062,0.68,1.059,1.876,2.025,91.353,19.264,89.299
MCC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MD,2014-09-30,-0.009,0.141,0.161,0.694,0.236,-0.586,0.054,0.641,0.142,0.222,0.392,0.424,21.483,10.683,18.639
MEIP,2014-09-30,0.21,-2.277,-0.583,1.385,-0.407,-0.851,0.517,6.157,1.367,2.13,3.772,4.073,181.057,22.936,179.599
MENT,2014-09-30,-0.028,0.407,0.131,0.686,1.403,0.807,0.063,0.747,0.166,0.258,0.457,0.494,29.144,19.525,21.636
MBWM,2014-09-30,-0.071,1.322,-0.26,-0.305,3.088,1.909,0.116,1.387,0.308,0.48,0.85,0.917,48.273,26.547,40.318
MBVT,2014-09-30,-0.058,0.728,-0.17,0.539,0.094,-0.204,0.044,0.522,0.116,0.18,0.32,0.345,17.476,8.659,15.18
MCY,2014-09-30,-0.013,0.216,0.059,0.458,-0.037,0.115,0.05,0.595,0.132,0.206,0.364,0.393,18.5,6.461,17.335
MRCY,2014-09-30,-0.049,0.497,-0.17,1.091,0.979,-0.802,0.093,1.112,0.247,0.385,0.681,0.736,37.822,19.589,32.354
RP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MDP,2014-09-30,-0.019,0.253,0.121,0.671,1.123,0.828,0.059,0.702,0.156,0.243,0.43,0.464,26.895,17.578,20.356
MRGE,2014-09-30,-0.104,1.01,0.292,1.601,-0.108,-1.557,0.144,1.717,0.381,0.594,1.052,1.136,54.669,22.084,50.01
VIVO,2014-09-30,-0.028,0.171,0.004,0.982,0.929,0.373,0.062,0.741,0.165,0.256,0.454,0.49,28.52,18.747,21.494
MMSI,2014-09-30,-0.004,-0.027,0.007,0.424,1.362,-0.361,0.085,1.011,0.224,0.35,0.619,0.669,32.595,14.0,29.435
MTH,2014-09-30,-0.066,0.8,0.188,0.971,0.845,0.968,0.077,0.921,0.205,0.319,0.564,0.609,33.625,20.374,26.75
MTOR,2014-09-30,-0.05,0.435,0.404,2.085,1.265,0.051,0.119,1.422,0.316,0.492,0.871,0.941,54.452,35.55,41.246
MODN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QTM,2014-09-30,-0.268,2.927,0.237,2.618,0.446,-3.512,0.137,1.636,0.363,0.566,1.002,1.082,62.49,40.69,47.428
STR,2014-09-30,0.036,-0.413,0.313,-0.142,0.512,0.308,0.091,1.085,0.241,0.375,0.665,0.718,32.538,7.576,31.644
QCOR,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KWK,2014-09-30,-0.232,2.223,-0.279,1.014,0.446,0.334,0.157,1.872,0.416,0.647,1.147,1.238,57.8,19.103,54.552
QDEL,2014-09-30,0.05,-0.539,0.455,0.371,0.669,-0.301,0.091,1.088,0.242,0.376,0.667,0.72,34.074,12.481,31.706
QNST,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAX,2014-09-30,-0.159,1.917,-0.1,1.321,0.402,-1.375,0.109,1.296,0.288,0.448,0.794,0.857,43.301,21.283,37.709
RDN,2014-09-30,0.068,-0.82,-0.21,1.955,2.991,3.859,0.159,1.9,0.422,0.657,1.164,1.257,76.832,53.638,55.01
SCI,2014-09-30,-0.037,0.536,0.029,1.072,-0.066,0.692,0.047,0.558,0.124,0.193,0.342,0.369,22.784,16.084,16.138
RSH,2014-09-30,-0.009,-0.384,-0.252,1.357,0.998,-1.675,0.248,2.953,0.656,1.021,1.809,1.953,89.302,23.713,86.096
RSYS,2014-09-30,-0.025,0.041,-0.375,1.007,0.802,-0.208,0.142,1.698,0.377,0.587,1.04,1.123,52.807,18.465,49.473
RMBS,2014-09-30,0.084,-1.117,-0.046,1.06,1.658,1.17,0.132,1.568,0.348,0.542,0.961,1.037,52.746,26.483,45.616
SSNI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCTY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RJF,2014-09-30,-0.039,0.488,0.138,1.106,0.412,0.686,0.046,0.546,0.121,0.189,0.335,0.361,24.476,18.735,15.751
SFNC,2014-09-30,0.069,-0.82,0.134,0.471,0.936,-0.025,0.057,0.673,0.149,0.233,0.412,0.445,23.25,12.543,19.577
ROLL,2014-09-30,-0.074,0.956,-0.023,0.797,1.055,-0.004,0.053,0.63,0.14,0.218,0.386,0.417,24.926,16.975,18.252
RLOC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RLD,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSD,2014-09-30,-0.073,0.795,-0.172,1.095,1.412,1.083,0.06,0.715,0.159,0.247,0.438,0.473,32.334,24.926,20.596
RNWK,2014-09-30,-0.062,0.881,-0.545,0.291,0.826,-0.634,0.152,1.807,0.401,0.625,1.107,1.195,54.546,14.112,52.689
RLGY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCPT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOW,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RRGB,2014-09-30,-0.035,0.503,-0.014,1.173,0.979,0.753,0.091,1.09,0.242,0.377,0.668,0.721,38.799,22.405,31.677
RGC,2014-09-30,-0.028,0.362,0.052,1.08,-0.102,0.058,0.059,0.709,0.157,0.245,0.434,0.469,25.222,14.555,20.599
RM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBGI,2014-09-30,-0.079,1.372,0.044,0.911,1.671,1.1,0.133,1.583,0.352,0.548,0.97,1.047,52.388,24.928,46.077
SONS,2014-09-30,-0.009,0.036,0.299,1.442,0.55,-0.288,0.117,1.396,0.31,0.483,0.855,0.923,46.482,22.589,40.624
BID,2014-09-30,-0.183,2.144,-0.431,2.086,1.379,0.431,0.075,0.891,0.198,0.308,0.546,0.589,45.107,37.173,25.55
RGS,2014-09-30,-0.039,0.371,-0.07,0.907,-0.161,-0.148,0.06,0.715,0.159,0.247,0.438,0.473,23.909,11.79,20.8
RGLS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RGA,2014-09-30,-0.022,0.225,-0.043,1.162,-0.169,-0.167,0.033,0.393,0.087,0.136,0.241,0.26,18.896,15.145,11.301
REIS,2014-09-30,0.052,-0.425,0.064,0.61,0.053,-0.39,0.067,0.796,0.177,0.275,0.487,0.526,24.753,8.659,23.189
RS,2014-09-30,-0.055,0.576,-0.084,1.437,0.713,0.924,0.044,0.521,0.116,0.18,0.319,0.344,28.996,24.907,14.848
RNR,2014-09-30,-0.008,0.168,0.075,0.416,-0.085,0.085,0.031,0.374,0.083,0.129,0.229,0.247,12.287,5.714,10.878
RNST,2014-09-30,0.007,-0.048,-0.1,0.834,0.645,-0.084,0.05,0.593,0.132,0.205,0.363,0.392,22.469,14.451,17.205
REGI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SJI,2014-09-30,-0.073,0.922,-0.132,0.558,0.273,0.244,0.038,0.456,0.101,0.158,0.279,0.301,16.684,10.162,13.232
SREV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSTK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCII,2014-09-30,-0.106,1.294,0.069,0.876,0.659,0.893,0.072,0.858,0.19,0.297,0.526,0.568,30.732,17.982,24.922
RTK,2014-09-30,-0.066,0.54,-0.032,2.566,1.231,-1.403,0.155,1.845,0.41,0.638,1.13,1.22,66.604,39.56,53.582
SCCO,2014-09-30,-0.083,0.873,-0.274,1.486,-0.487,-0.326,0.076,0.905,0.201,0.313,0.555,0.599,32.637,19.339,26.29
SKH,2014-09-30,-0.043,0.607,1.321,0.442,1.29,1.694,0.176,2.097,0.466,0.726,1.285,1.387,69.09,32.351,61.047
RENT,2014-09-30,0.226,-2.54,-0.311,0.709,2.358,-0.988,0.106,1.26,0.28,0.436,0.772,0.834,44.606,25.466,36.622
SKUL,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SKYW,2014-09-30,-0.092,0.899,0.046,0.766,1.434,0.873,0.084,1.0,0.222,0.346,0.612,0.661,35.729,20.817,29.039
RGEN,2014-09-30,0.183,-2.102,0.25,1.552,-1.136,-1.13,0.124,1.483,0.329,0.513,0.908,0.981,48.208,21.455,43.171
SWKS,2014-09-30,0.042,-0.39,0.267,1.478,0.019,-0.054,0.095,1.129,0.251,0.391,0.692,0.747,39.039,21.117,32.835
RPRX,2014-09-30,-0.016,0.884,0.3,-0.593,3.256,3.405,0.267,3.178,0.706,1.099,1.947,2.102,98.304,32.929,92.624
RJET,2014-09-30,0.164,-1.993,0.474,0.872,1.678,-0.783,0.154,1.829,0.406,0.633,1.121,1.21,58.539,24.254,53.278
RBCAA,2014-09-30,-0.021,0.231,-0.08,0.787,1.439,0.288,0.075,0.895,0.199,0.31,0.548,0.592,32.362,19.274,25.996
SWHC,2014-09-30,-0.026,0.377,0.492,1.074,-0.762,1.146,0.14,1.669,0.371,0.577,1.023,1.104,52.016,18.441,48.637
RMD,2014-09-30,-0.043,0.589,-0.054,0.764,-0.175,0.254,0.055,0.656,0.146,0.227,0.402,0.434,21.798,10.5,19.102
SBSI,2014-09-30,0.095,-1.043,-0.043,0.339,0.967,0.079,0.048,0.577,0.128,0.199,0.353,0.381,20.149,11.181,16.761
REN,2014-09-30,-0.143,1.451,0.03,1.385,0.238,-0.451,0.085,1.009,0.224,0.349,0.618,0.667,35.56,20.116,29.323
RFP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SWX,2014-09-30,-0.075,0.978,-0.045,0.644,-0.061,0.278,0.03,0.359,0.08,0.124,0.22,0.237,14.239,9.729,10.397
REXI,2014-09-30,-0.041,0.479,0.237,1.319,0.559,0.545,0.08,0.95,0.211,0.329,0.582,0.628,35.399,22.219,27.558
CODE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RECN,2014-09-30,0.003,-0.244,0.107,1.381,0.457,-0.402,0.081,0.96,0.213,0.332,0.588,0.635,34.675,20.631,27.869
LOV,2014-09-30,-0.088,1.307,0.146,-0.172,0.942,0.611,0.105,1.257,0.279,0.435,0.77,0.831,38.057,10.277,36.643
SPAR,2014-09-30,-0.075,0.768,-0.123,1.213,0.949,0.094,0.085,1.011,0.225,0.35,0.62,0.669,36.423,21.53,29.378
SPTN,2014-09-30,-0.035,0.421,0.155,0.555,0.65,-0.315,0.059,0.701,0.156,0.242,0.429,0.464,23.332,11.328,20.397
SPA,2014-09-30,-0.051,0.766,0.145,1.611,0.575,-1.349,0.091,1.084,0.241,0.375,0.664,0.717,39.768,24.298,31.482
SPNC,2014-09-30,0.083,-0.791,0.275,0.736,0.832,-0.042,0.099,1.183,0.263,0.409,0.725,0.782,37.886,15.777,34.445
SPB,2014-09-30,0.057,-0.482,0.318,0.658,0.255,-0.109,0.085,1.01,0.224,0.349,0.619,0.668,31.761,11.956,29.425
SWI,2014-09-30,-0.032,0.399,0.269,1.079,0.194,-1.305,0.105,1.251,0.278,0.433,0.767,0.828,39.971,16.418,36.444
RVLT,2014-09-30,0.203,-1.981,1.184,2.513,-0.71,7.257,0.723,8.613,1.912,2.98,5.277,5.697,260.348,68.661,251.13
SZYM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SLH,2014-09-30,-0.085,1.029,0.014,0.891,-0.172,-0.471,0.055,0.658,0.146,0.228,0.403,0.435,22.483,11.788,19.145
SAH,2014-09-30,-0.05,0.574,0.014,1.515,0.744,0.245,0.072,0.855,0.19,0.296,0.524,0.565,34.859,24.559,24.739
REX,2014-09-30,0.106,-0.986,0.549,1.152,-0.31,0.213,0.129,1.542,0.342,0.534,0.945,1.02,48.836,19.132,44.932
REXX,2014-09-30,-0.162,2.031,-0.118,0.667,0.086,0.813,0.113,1.348,0.299,0.466,0.826,0.892,41.707,13.963,39.3
RXN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFMD,2014-09-30,0.083,-0.968,-0.252,1.259,0.21,1.014,0.1,1.193,0.265,0.413,0.731,0.789,40.893,21.644,34.696
RMTI,2014-09-30,0.157,-1.856,-0.199,0.783,2.955,-3.001,0.181,2.152,0.478,0.744,1.318,1.424,70.402,32.117,62.649
OKSB,2014-09-30,0.077,-0.812,0.422,0.102,3.61,2.695,0.124,1.473,0.327,0.509,0.902,0.974,56.26,36.63,42.701
RELL,2014-09-30,-0.172,2.249,-0.307,0.267,0.71,0.916,0.075,0.897,0.199,0.31,0.55,0.593,29.999,14.785,26.103
RIGL,2014-09-30,-0.19,1.925,0.304,1.094,0.657,-0.946,0.124,1.478,0.328,0.511,0.906,0.978,47.507,20.081,43.054
RNET,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCKB,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAD,2014-09-30,0.117,-1.25,-0.338,1.198,0.301,1.296,0.138,1.646,0.366,0.57,1.009,1.089,53.064,22.746,47.942
RVBD,2014-09-30,-0.162,1.836,0.066,1.875,0.954,-0.985,0.102,1.216,0.27,0.421,0.745,0.805,46.348,30.065,35.273
RLI,2014-09-30,-0.019,0.288,-0.037,0.598,0.378,0.322,0.037,0.438,0.097,0.152,0.268,0.29,16.561,10.623,12.704
SONC,2014-09-30,0.082,-0.995,-0.249,1.259,1.073,0.689,0.083,0.991,0.22,0.343,0.607,0.656,37.735,24.443,28.748
RRTS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RKT,2014-09-30,-0.064,0.741,0.183,1.409,-0.121,0.142,0.073,0.867,0.193,0.3,0.531,0.574,31.81,19.439,25.18
ROC,2014-09-30,-0.102,1.219,-0.186,2.091,0.752,-0.676,0.07,0.835,0.185,0.289,0.511,0.552,39.679,31.596,24.003
SPLK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROG,2014-09-30,-0.034,0.417,-0.291,0.964,1.376,0.416,0.071,0.846,0.188,0.293,0.518,0.559,32.704,21.647,24.514
ROL,2014-09-30,-0.043,0.612,-0.058,0.655,0.516,-0.119,0.041,0.491,0.109,0.17,0.301,0.324,18.348,11.58,14.233
ROSE,2014-09-30,-0.2,2.492,0.0,1.463,1.566,0.073,0.102,1.22,0.271,0.422,0.747,0.807,46.308,29.89,35.369
RST,2014-09-30,-0.045,0.312,0.069,0.683,0.978,0.392,0.124,1.482,0.329,0.513,0.908,0.981,45.896,15.496,43.201
RES,2014-09-30,-0.032,0.751,-0.796,0.458,1.756,0.126,0.105,1.248,0.277,0.432,0.764,0.825,42.566,22.253,36.286
RNDY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AOS,2014-09-30,-0.046,0.664,-0.18,1.244,-0.148,-0.19,0.05,0.601,0.133,0.208,0.368,0.397,24.123,16.711,17.397
ROVI,2014-09-30,-0.069,0.579,0.275,1.387,0.894,-0.801,0.115,1.366,0.303,0.473,0.837,0.904,46.056,23.276,39.742
RPM,2014-09-30,-0.002,0.048,-0.081,1.275,0.206,-0.064,0.036,0.425,0.094,0.147,0.26,0.281,21.956,18.279,12.164
LNCE,2014-09-30,-0.037,0.423,-0.206,0.81,0.159,0.72,0.07,0.834,0.185,0.289,0.511,0.552,27.999,13.955,24.273
RPXC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RTIX,2014-09-30,0.034,-0.538,-0.113,1.412,0.011,0.049,0.111,1.321,0.293,0.457,0.809,0.874,43.289,19.899,38.444
SIRI,2014-09-30,-0.156,2.095,0.195,1.268,0.583,0.359,0.102,1.216,0.27,0.421,0.745,0.804,41.815,22.331,35.353
SIRO,2014-09-30,-0.058,0.75,0.171,1.019,0.348,0.657,0.057,0.682,0.152,0.236,0.418,0.451,26.37,17.436,19.783
S,2014-09-30,-0.044,0.568,0.06,1.126,-0.778,1.314,0.131,1.558,0.346,0.539,0.955,1.031,48.609,17.348,45.408
SIX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SJW,2014-09-30,-0.024,0.271,0.001,0.55,0.729,0.503,0.035,0.418,0.093,0.144,0.256,0.276,17.374,12.488,12.079
RTI,2014-09-30,-0.054,0.549,-0.024,0.904,1.141,0.053,0.085,1.019,0.226,0.352,0.624,0.674,34.955,18.554,29.624
RBCN,2014-09-30,-0.109,1.178,-0.15,0.181,2.727,-0.132,0.152,1.811,0.402,0.627,1.11,1.198,57.611,23.15,52.755
RTEC,2014-09-30,-0.112,1.254,0.201,1.27,0.631,1.436,0.087,1.032,0.229,0.357,0.632,0.682,38.817,24.719,29.928
RT,2014-09-30,-0.091,0.929,0.001,1.205,0.804,0.928,0.119,1.422,0.316,0.492,0.871,0.94,47.116,22.532,41.379
RKUS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STRZA,2014-09-30,-0.113,1.632,-0.006,0.58,0.718,0.077,0.135,1.609,0.357,0.556,0.985,1.064,48.83,13.598,46.898
